                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     68,                0.52498,                 0.8331,                 1.0289,                0.88252,                 0.9051,                0.95858,                0.85172,                0.54167,                0.61715,                 1.0894,               0.003367,               0.003367,               0.003367
                     69,                0.54338,                0.85975,                 1.0374,                0.90252,                0.89059,                0.96264,                0.85408,                  0.571,                0.64327,                 1.1222,               0.003268,               0.003268,               0.003268
                     70,                0.53117,                0.83038,                 1.0257,                0.90608,                0.89669,                0.95804,                 0.8589,                0.52983,                0.62645,                 1.0913,               0.003169,               0.003169,               0.003169
                     71,                0.53355,                0.81532,                 1.0263,                0.92202,                0.89708,                0.96649,                0.85746,                0.53371,                0.59945,                 1.0962,                0.00307,                0.00307,                0.00307
                     72,                0.52035,                0.81985,                 1.0283,                0.85703,                0.90312,                0.95085,                0.84565,                0.56476,                0.68793,                 1.1503,               0.002971,               0.002971,               0.002971
                     73,                0.51138,                0.82104,                 1.0241,                0.80343,                0.91835,                0.94234,                0.83968,                0.52693,                0.68774,                 1.0841,               0.002872,               0.002872,               0.002872
                     74,                0.52139,                0.82849,                 1.0208,                 0.8791,                0.81332,                0.94639,                0.84787,                 0.5301,                0.68922,                 1.0989,               0.002773,               0.002773,               0.002773
                     75,                0.49775,                0.76778,                  1.017,                0.85093,                0.90669,                0.95207,                0.83709,                0.53028,                0.59766,                 1.1104,               0.002674,               0.002674,               0.002674
                     76,                0.50945,                0.80352,                 1.0155,                0.94207,                 0.8705,                0.96491,                0.86351,                0.51184,                0.58528,                 1.0778,               0.002575,               0.002575,               0.002575
                     77,                0.50859,                0.75773,                 1.0201,                0.91667,                0.88401,                0.96214,                0.85473,                 0.5306,                0.55708,                 1.0862,               0.002476,               0.002476,               0.002476
                     78,                0.49415,                0.74952,                 1.0143,                0.92982,                 0.8825,                0.95926,                0.86208,                0.52201,                0.57413,                 1.0917,               0.002377,               0.002377,               0.002377
                     79,                0.49262,                0.75477,                 1.0233,                0.82854,                0.91687,                0.95708,                0.85805,                0.53227,                0.58189,                 1.1094,               0.002278,               0.002278,               0.002278
                     80,                0.48096,                0.73996,                 1.0067,                0.84757,                0.91499,                0.96892,                0.86328,                0.55423,                0.59124,                 1.1161,               0.002179,               0.002179,               0.002179
                     81,                0.46187,                0.70143,                0.99172,                0.91489,                0.91029,                0.98133,                0.87636,                0.52607,                0.53536,                  1.102,                0.00208,                0.00208,                0.00208
                     82,                0.47256,                 0.7032,                0.99709,                0.85655,                0.91273,                0.96489,                0.86026,                0.53893,                0.57918,                 1.1229,               0.001981,               0.001981,               0.001981
                     83,                0.48357,                0.70343,                 1.0119,                0.89426,                0.85218,                0.96634,                0.87158,                0.51423,                0.57651,                 1.0861,               0.001882,               0.001882,               0.001882
                     84,                0.47039,                0.68994,                 1.0028,                0.86825,                0.88129,                0.95717,                 0.8652,                0.49748,                0.56986,                 1.0623,               0.001783,               0.001783,               0.001783
                     85,                0.46988,                0.71605,                 1.0127,                0.88776,                 0.8901,                0.95801,                 0.8669,                0.51321,                 0.6175,                 1.0547,               0.001684,               0.001684,               0.001684
                     86,                0.44077,                0.65756,                0.98248,                0.86379,                0.90623,                0.95226,                0.86369,                0.51295,                 0.6053,                 1.0687,               0.001585,               0.001585,               0.001585
                     87,                0.45007,                0.67949,                0.98058,                0.81927,                0.91046,                 0.9615,                0.86507,                0.51674,                0.61603,                 1.0839,               0.001486,               0.001486,               0.001486
                     88,                0.45393,                  0.675,                 1.0017,                0.82696,                0.93555,                0.96594,                0.87337,                0.50841,                0.54123,                 1.0696,               0.001387,               0.001387,               0.001387
